"Control_1" "Control_2" "ToxA_1" "ToxA_2" "ToxB_1" "ToxB_2"
"HGLibA_58450" 11 13 11 7 0 0
"HGLibA_58451" 1 0 0 0 0 0
"HGLibA_58452" 9 0 0 0 0 0
"HGLibA_58453" 2 0 0 0 0 0
"HGLibA_58454" 3 0 0 0 0 0
"HGLibA_58455" 12 6 3 3 0 0
"HGLibA_58456" 9 0 84 66 0 3
"HGLibA_58457" 1 0 0 0 0 0
"HGLibA_58458" 1 3 2 2 0 1
"HGLibA_58459" 1 0 0 0 0 0
"HGLibA_58460" 0 7 0 0 0 0
"HGLibA_58461" 6 1 0 0 1 0
"HGLibA_58462" 0 0 0 0 0 0
"HGLibA_58463" 0 0 0 0 0 0
"HGLibA_58464" 0 0 0 0 0 0
"HGLibA_58465" 0 0 0 0 0 0
"HGLibA_58466" 0 0 0 0 0 0
"HGLibA_58467" 0 0 0 0 0 0
"HGLibA_58468" 0 0 0 0 0 0
"HGLibA_58469" 0 0 0 0 0 0
"HGLibA_58470" 2 4 0 0 0 0
"HGLibA_58471" 18 0 0 0 0 0
"HGLibA_58472" 0 27 0 1 2 2
"HGLibA_58473" 0 2 0 0 0 0
"HGLibA_58474" 4 0 0 0 0 0
"HGLibA_58475" 0 0 0 0 0 0
"HGLibA_58476" 0 4 0 0 0 0
"HGLibA_58477" 0 3 0 0 0 0
"HGLibA_58478" 11 3 0 0 0 1
"HGLibA_58479" 0 0 0 0 0 0
"HGLibA_58480" 0 1 0 0 0 0
"HGLibA_58481" 0 0 0 0 0 0
"HGLibA_58482" 4 11 0 0 0 0
"HGLibA_58483" 0 1 0 0 0 0
"HGLibA_58484" 0 0 0 0 0 0
"HGLibA_58485" 0 0 0 0 0 0
"HGLibA_58486" 10 0 0 0 1 0
"HGLibA_58487" 0 0 0 0 0 0
"HGLibA_58488" 0 0 0 0 0 0
"HGLibA_58489" 0 0 0 0 0 0
"HGLibA_58490" 1 2 0 0 0 0
"HGLibA_58491" 12 7 0 0 0 0
"HGLibA_58492" 0 0 0 0 0 0
"HGLibA_58493" 0 0 0 0 0 0
"HGLibA_58494" 1 6 0 0 0 0
"HGLibA_58495" 1 0 0 0 0 0
"HGLibA_58496" 0 0 0 0 0 0
"HGLibA_58497" 0 0 0 0 0 0
"HGLibA_58498" 0 0 0 0 0 0
"HGLibA_58499" 0 10 0 0 0 0
"HGLibA_58500" 4 5 1 0 0 0
"HGLibA_58501" 0 2 0 0 0 0
"HGLibA_58502" 0 0 0 0 0 0
"HGLibA_58503" 0 0 0 0 0 0
"HGLibA_58504" 0 0 0 0 0 0
"HGLibA_58505" 0 0 0 0 0 0
"HGLibA_58506" 0 0 0 0 0 0
"HGLibA_58507" 0 0 0 0 0 0
"HGLibA_58508" 0 0 0 0 0 0
"HGLibA_58509" 0 0 0 0 0 0
"HGLibA_58510" 0 0 0 0 0 1
"HGLibA_58511" 0 3 0 0 0 0
"HGLibA_58512" 7 11 2 2 0 2
"HGLibA_58513" 0 0 0 0 1 1
"HGLibA_58514" 0 0 0 0 0 0
"HGLibA_58515" 8 5 0 0 0 1
"HGLibA_58516" 7 0 0 1 0 0
"HGLibA_58517" 0 0 0 0 0 0
"HGLibA_58518" 0 0 0 0 0 0
"HGLibA_58519" 0 0 0 0 0 0
"HGLibA_58520" 0 2 0 0 0 0
"HGLibA_58521" 0 0 0 0 0 0
"HGLibA_58522" 0 0 0 0 0 0
"HGLibA_58523" 0 0 0 0 0 0
"HGLibA_58524" 0 0 0 0 0 0
"HGLibA_58525" 0 0 0 0 0 0
"HGLibA_58526" 0 0 0 0 0 0
"HGLibA_58527" 0 0 0 0 0 0
"HGLibA_58528" 0 0 0 0 0 0
"HGLibA_58529" 0 0 0 0 0 0
"HGLibA_58530" 0 0 1 0 3 1
"HGLibA_58531" 0 0 0 0 0 0
"HGLibA_58532" 0 0 0 0 0 0
"HGLibA_58533" 0 1 0 0 0 0
"HGLibA_58534" 0 2 0 0 0 0
"HGLibA_58535" 3 1 0 0 0 0
"HGLibA_58536" 0 1 0 0 0 0
"HGLibA_58537" 0 0 0 1 0 0
"HGLibA_58538" 0 0 0 0 0 0
"HGLibA_58539" 0 0 0 0 0 0
"HGLibA_58540" 2 3 0 0 0 0
"HGLibA_58541" 0 0 0 0 0 0
"HGLibA_58542" 0 0 0 0 0 0
"HGLibA_58543" 1 0 0 0 0 0
"HGLibA_58544" 4 2 0 0 0 0
"HGLibA_58545" 1 1 0 5 0 3
"HGLibA_58546" 0 0 1 1 0 0
"HGLibA_58547" 0 0 4 2 0 0
"HGLibA_58548" 0 0 0 0 0 0
"HGLibA_58549" 5 3 1 0 2 0
"HGLibA_58550" 0 2 0 0 0 0
"HGLibA_58551" 1 7 11 3 0 0
"HGLibA_58552" 0 0 0 0 2 0
"HGLibA_58553" 2 0 0 5 0 0
"HGLibA_58554" 12 0 6 0 1 0
"HGLibA_58555" 0 11 0 0 0 0
"HGLibA_58556" 0 0 0 0 0 0
"HGLibA_58557" 0 8 1 0 0 0
"HGLibA_58558" 0 7 0 0 0 1
"HGLibA_58559" 3 6 0 0 0 0
"HGLibA_58560" 0 0 0 0 0 0
"HGLibA_58561" 4 4 0 0 0 0
"HGLibA_58562" 0 3 0 0 0 0
"HGLibA_58563" 0 0 0 0 0 0
"HGLibA_58564" 1 2 0 0 0 0
"HGLibA_58565" 0 2 0 0 0 0
"HGLibA_58566" 3 1 0 0 0 0
"HGLibA_58567" 0 3 0 2 1 3
"HGLibA_58568" 2 0 1 0 0 0
"HGLibA_58569" 0 0 0 0 0 0
"HGLibA_58570" 0 0 0 0 0 0
"HGLibA_58571" 0 0 0 0 0 0
"HGLibA_58572" 0 0 0 0 0 0
"HGLibA_58573" 0 0 0 0 0 0
"HGLibA_58574" 0 0 0 0 0 0
"HGLibA_58575" 0 0 0 0 0 0
"HGLibA_58576" 0 0 0 0 0 0
"HGLibA_58577" 0 0 0 0 0 0
"HGLibA_58578" 0 0 0 1 0 0
"HGLibA_58579" 5 7 0 0 0 0
"HGLibA_58580" 0 2 0 0 0 0
"HGLibA_58581" 2 1 0 0 0 0
"HGLibA_58582" 0 0 17 9 1 0
"HGLibA_58583" 0 0 0 0 0 0
"HGLibA_58584" 0 0 0 0 0 0
"HGLibA_58585" 2 0 0 0 0 0
"HGLibA_58586" 0 31 2 5 1 0
"HGLibA_58587" 0 0 0 0 0 0
"HGLibA_58588" 0 2 0 0 0 0
"HGLibA_58589" 0 0 0 2 2 0
"HGLibA_58590" 0 0 0 0 0 0
"HGLibA_58591" 0 0 0 0 0 0
"HGLibA_58592" 1 0 0 0 0 0
"HGLibA_58593" 0 1 0 0 0 1
"HGLibA_58594" 0 0 0 0 0 0
"HGLibA_58595" 37 3 0 0 0 0
"HGLibA_58596" 0 0 0 0 0 0
"HGLibA_58597" 0 0 0 0 0 0
"HGLibA_58598" 0 0 0 0 0 0
"HGLibA_58599" 0 1 0 0 1 3
"HGLibA_58600" 1 1 0 0 0 0
"HGLibA_58601" 0 3 3 7 1 1
"HGLibA_58602" 0 4 1 2 2 4
"HGLibA_58603" 0 0 0 0 0 0
"HGLibA_58604" 9 3 0 0 0 0
"HGLibA_58605" 0 2 0 0 0 0
"HGLibA_58606" 0 0 0 0 0 0
"HGLibA_58607" 0 0 0 0 0 0
"HGLibA_58608" 0 9 0 0 0 1
"HGLibA_58609" 0 1 0 0 0 0
"HGLibA_58610" 0 0 4 4 0 2
"HGLibA_58611" 0 8 0 0 0 0
"HGLibA_58612" 4 0 0 0 0 0
"HGLibA_58613" 0 4 0 0 0 0
"HGLibA_58614" 0 0 0 0 0 0
"HGLibA_58615" 0 1 0 0 0 0
"HGLibA_58616" 0 6 4 0 0 0
"HGLibA_58617" 4 2 5 4 0 0
"HGLibA_58618" 5 2 34 31 0 0
"HGLibA_58619" 4 2 0 0 0 0
"HGLibA_58620" 0 0 0 0 0 0
"HGLibA_58621" 0 1 0 0 0 0
"HGLibA_58622" 0 9 0 0 0 0
"HGLibA_58623" 0 0 1 0 1 1
"HGLibA_58624" 11 1 0 0 0 2
"HGLibA_58625" 0 0 0 0 0 0
"HGLibA_58626" 0 0 0 0 0 0
"HGLibA_58627" 0 0 0 0 0 0
"HGLibA_58628" 0 0 0 0 0 0
"HGLibA_58629" 0 0 0 0 0 0
"HGLibA_58630" 0 0 0 0 0 0
"HGLibA_58631" 0 3 0 0 0 0
"HGLibA_58632" 0 0 0 0 0 0
"HGLibA_58633" 2 5 0 0 0 0
"HGLibA_58634" 0 7 5 3 0 1
"HGLibA_58635" 7 8 24 23 0 0
"HGLibA_58636" 0 0 0 0 0 0
"HGLibA_58637" 0 1 16 6 0 1
"HGLibA_58638" 0 0 0 0 0 0
"HGLibA_58639" 13 0 0 0 0 0
"HGLibA_58640" 2 18 0 0 0 0
"HGLibA_58641" 1 14 1 0 1 1
"HGLibA_58642" 0 0 0 0 0 0
"HGLibA_58643" 0 2 0 0 0 0
"HGLibA_58644" 0 1 1 1 0 0
"HGLibA_58645" 0 0 0 0 0 0
"HGLibA_58646" 10 0 2 0 3 4
"HGLibA_58647" 3 11 0 1 5 0
"HGLibA_58648" 9 2 0 0 0 0
"HGLibA_58649" 26 5 0 0 0 0
"HGLibA_58650" 0 0 0 0 0 0
"HGLibA_58651" 0 1 0 0 0 0
"HGLibA_58652" 0 0 0 0 0 0
"HGLibA_58653" 3 0 0 0 0 0
"HGLibA_58654" 0 0 0 0 0 0
"HGLibA_58655" 0 0 0 0 0 0
"HGLibA_58656" 0 0 0 0 0 0
"HGLibA_58657" 0 0 0 0 0 0
"HGLibA_58658" 0 0 0 0 0 0
"HGLibA_58659" 0 0 0 0 0 0
"HGLibA_58660" 0 0 0 0 0 0
"HGLibA_58661" 0 0 0 0 0 0
"HGLibA_58662" 0 0 0 0 0 0
"HGLibA_58663" 0 0 0 0 0 0
"HGLibA_58664" 5 2 0 0 0 0
"HGLibA_58665" 2 3 8 5 1 0
"HGLibA_58666" 6 0 0 1 7 10
"HGLibA_58667" 1 3 59 78 13 19
"HGLibA_58668" 0 0 0 0 0 0
"HGLibA_58669" 0 1 0 0 0 0
"HGLibA_58670" 0 0 0 0 0 0
"HGLibA_58671" 0 1 0 0 0 0
"HGLibA_58672" 0 0 0 0 0 0
"HGLibA_58673" 1 0 0 0 0 0
"HGLibA_58674" 2 0 0 0 0 0
"HGLibA_58675" 0 1 2 0 3 2
"HGLibA_58676" 3 13 0 0 0 0
"HGLibA_58677" 0 0 0 0 0 0
"HGLibA_58678" 0 0 0 0 0 0
"HGLibA_58679" 0 0 0 0 0 0
"HGLibA_58680" 0 0 0 0 0 0
"HGLibA_58681" 0 0 0 0 0 0
"HGLibA_58682" 0 0 0 0 0 0
"HGLibA_58683" 0 0 0 0 0 0
"HGLibA_58684" 0 0 0 0 0 0
"HGLibA_58685" 0 0 0 0 0 0
"HGLibA_58686" 0 0 0 0 0 0
"HGLibA_58687" 0 0 0 0 0 0
"HGLibA_58688" 0 0 0 0 0 0
"HGLibA_58689" 3 4 0 0 0 0
"HGLibA_58690" 0 0 0 0 0 0
"HGLibA_58691" 0 0 0 0 0 0
"HGLibA_58692" 0 0 0 0 0 0
"HGLibA_58693" 0 0 0 0 0 0
"HGLibA_58694" 7 1 0 0 0 0
"HGLibA_58695" 0 0 0 0 0 0
"HGLibA_58696" 0 0 0 0 0 0
"HGLibA_58697" 35 3 2 0 3 2
"HGLibA_58698" 0 5 0 0 0 0
"HGLibA_58699" 9 3 0 0 0 0
"HGLibA_58700" 1 0 0 0 0 0
"HGLibA_58701" 9 0 66 49 1 0
"HGLibA_58702" 0 0 0 0 0 0
"HGLibA_58703" 0 0 0 0 0 0
"HGLibA_58704" 0 0 0 0 0 0
"HGLibA_58705" 0 0 0 0 0 0
"HGLibA_58706" 0 0 0 0 0 0
"HGLibA_58707" 0 0 0 0 0 0
"HGLibA_58708" 0 0 0 0 0 0
"HGLibA_58709" 0 0 0 0 0 0
"HGLibA_58710" 0 0 0 0 0 0
"HGLibA_58711" 0 3 0 0 0 0
"HGLibA_58712" 0 0 0 0 0 0
"HGLibA_58713" 3 1 0 0 0 0
"HGLibA_58714" 0 0 0 0 0 0
"HGLibA_58715" 0 0 0 0 0 0
"HGLibA_58716" 0 0 0 0 0 0
"HGLibA_58717" 0 0 0 0 0 0
"HGLibA_58718" 0 0 0 0 0 0
"HGLibA_58719" 0 0 0 0 0 0
"HGLibA_58720" 0 0 0 0 0 0
"HGLibA_58721" 0 0 0 0 0 0
"HGLibA_58722" 3 2 10 12 0 0
"HGLibA_58723" 0 0 0 0 1 2
"HGLibA_58724" 1 0 0 0 0 0
"HGLibA_58725" 0 0 0 0 0 0
"HGLibA_58726" 6 1 0 0 0 0
"HGLibA_58727" 2 0 1 1 5 0
"HGLibA_58728" 0 0 0 0 0 0
"HGLibA_58729" 4 0 0 0 0 0
"HGLibA_58730" 0 0 0 0 0 0
"HGLibA_58731" 0 0 0 0 0 0
"HGLibA_58732" 0 0 0 0 0 0
"HGLibA_58733" 0 8 0 0 0 0
"HGLibA_58734" 0 11 0 0 0 0
"HGLibA_58735" 0 0 0 0 0 0
"HGLibA_58736" 3 0 0 0 0 1
"HGLibA_58737" 0 0 0 24 5 5
"HGLibA_58738" 6 7 0 0 0 0
"HGLibA_58739" 1 2 0 1 0 0
"HGLibA_58740" 4 0 15 13 0 0
"HGLibA_58741" 0 4 1 0 2 0
"HGLibA_58742" 0 5 0 0 0 2
"HGLibA_58743" 0 2 5 3 0 0
"HGLibA_58744" 0 1 0 0 2 2
"HGLibA_58745" 0 0 0 0 0 0
"HGLibA_58746" 6 0 0 1 2 0
"HGLibA_58747" 0 0 0 0 0 0
"HGLibA_58748" 5 0 0 0 0 0
"HGLibA_58749" 0 0 0 0 0 0
"HGLibA_58750" 4 3 0 0 0 0
"HGLibA_58751" 0 21 0 5 0 1
"HGLibA_58752" 6 8 0 0 0 0
"HGLibA_58753" 0 0 0 0 0 0
"HGLibA_58754" 0 0 0 0 0 0
"HGLibA_58755" 3 3 0 0 0 0
"HGLibA_58756" 1 2 0 0 0 0
"HGLibA_58757" 1 4 0 0 0 1
"HGLibA_58758" 0 3 6 12 5 3
"HGLibA_58759" 1 4 0 0 0 0
"HGLibA_58760" 13 0 0 0 0 0
"HGLibA_58761" 0 0 0 1 0 0
"HGLibA_58762" 0 0 0 0 0 0
"HGLibA_58763" 0 0 1 0 0 0
"HGLibA_58764" 0 0 0 1 2 0
"HGLibA_58765" 0 3 0 3 0 0
"HGLibA_58766" 0 0 0 0 0 0
"HGLibA_58767" 0 1 0 0 0 0
"HGLibA_58768" 0 0 18 12 0 0
"HGLibA_58769" 13 0 0 0 0 0
"HGLibA_58770" 3 6 58 30 4 2
"HGLibA_58771" 0 2 0 0 0 0
"HGLibA_58772" 2 1 2 1 1 0
"HGLibA_58773" 0 0 0 0 0 0
"HGLibA_58774" 0 0 0 0 0 0
"HGLibA_58775" 0 4 0 0 0 0
"HGLibA_58776" 0 0 0 0 0 0
"HGLibA_58777" 15 7 12 11 22 25
"HGLibA_58778" 6 11 0 0 0 0
"HGLibA_58779" 0 0 9 9 2 7
"HGLibA_58780" 8 2 0 0 0 0
"HGLibA_58781" 0 0 0 0 0 0
"HGLibA_58782" 5 0 0 0 0 0
"HGLibA_58783" 15 1 0 0 0 1
"HGLibA_58784" 0 0 0 0 0 0
"HGLibA_58785" 0 0 0 0 0 0
"HGLibA_58786" 0 0 0 0 0 0
"HGLibA_58787" 0 0 0 0 0 0
"HGLibA_58788" 0 0 0 0 0 0
"HGLibA_58789" 0 0 0 0 0 0
"HGLibA_58790" 0 0 0 0 0 0
"HGLibA_58791" 0 0 0 0 0 0
"HGLibA_58792" 2 0 0 0 0 0
"HGLibA_58793" 0 6 0 1 0 0
"HGLibA_58794" 0 0 0 0 0 0
"HGLibA_58795" 0 0 0 0 0 0
"HGLibA_58796" 6 4 0 0 0 0
"HGLibA_58797" 0 0 9 10 0 0
"HGLibA_58798" 0 0 0 0 0 0
"HGLibA_58799" 0 0 0 0 0 0
"HGLibA_58800" 0 3 0 0 0 0
"HGLibA_58801" 0 0 0 0 0 0
"HGLibA_58802" 0 0 0 0 0 0
"HGLibA_58803" 0 0 0 0 0 0
"HGLibA_58804" 0 0 0 0 0 0
"HGLibA_58805" 0 0 0 0 0 0
"HGLibA_58806" 0 0 0 0 0 0
"HGLibA_58807" 0 2 0 1 0 0
"HGLibA_58808" 0 0 3 2 0 0
"HGLibA_58809" 0 7 0 0 0 0
"HGLibA_58810" 0 0 0 0 0 0
"HGLibA_58811" 0 0 0 0 0 0
"HGLibA_58812" 0 0 0 0 0 0
"HGLibA_58813" 0 0 0 0 0 0
"HGLibA_58814" 0 0 0 0 0 0
"HGLibA_58815" 0 0 0 0 0 0
"HGLibA_58816" 0 2 0 0 0 0
"HGLibA_58817" 0 0 0 0 0 0
"HGLibA_58818" 0 0 0 0 0 0
"HGLibA_58819" 0 0 0 0 0 0
"HGLibA_58820" 0 9 0 0 0 0
"HGLibA_58821" 31 6 0 0 0 0
"HGLibA_58822" 0 2 0 0 0 0
"HGLibA_58823" 0 0 0 0 0 0
"HGLibA_58824" 0 0 0 0 0 0
"HGLibA_58825" 0 0 0 0 0 0
"HGLibA_58826" 0 0 0 0 0 0
"HGLibA_58827" 0 0 0 0 0 0
"HGLibA_58828" 1 2 21 10 0 0
"HGLibA_58829" 0 0 0 0 0 0
"HGLibA_58830" 10 3 0 0 0 0
"HGLibA_58831" 6 0 0 4 1 0
"HGLibA_58832" 0 0 0 0 0 0
"HGLibA_58833" 0 0 0 0 0 0
"HGLibA_58834" 0 0 0 0 0 0
"HGLibA_58835" 0 0 0 0 0 0
"HGLibA_58836" 0 0 0 0 0 0
"HGLibA_58837" 0 0 0 0 0 0
"HGLibA_58838" 0 1 0 0 0 0
"HGLibA_58839" 0 0 0 0 0 0
"HGLibA_58840" 0 11 0 0 0 0
"HGLibA_58841" 0 4 23 24 4 5
"HGLibA_58842" 2 0 0 0 0 0
"HGLibA_58843" 0 0 0 0 0 0
"HGLibA_58844" 1 4 0 0 0 0
"HGLibA_58845" 0 0 0 0 5 2
"HGLibA_58846" 2 0 0 0 0 0
"HGLibA_58847" 1 10 0 0 0 0
"HGLibA_58848" 2 0 0 0 0 1
"HGLibA_58849" 0 0 0 0 0 0
"HGLibA_58850" 4 0 0 0 0 0
"HGLibA_58851" 6 0 0 0 0 0
"HGLibA_58852" 8 5 0 5 0 0
"HGLibA_58853" 0 4 0 0 0 0
"HGLibA_58854" 0 13 0 0 0 0
"HGLibA_58855" 3 2 0 1 0 0
"HGLibA_58856" 0 0 0 0 0 0
"HGLibA_58857" 0 0 0 0 0 0
"HGLibA_58858" 0 0 0 0 0 0
"HGLibA_58859" 0 0 0 0 0 0
"HGLibA_58860" 0 0 0 0 0 0
"HGLibA_58861" 0 0 0 0 0 0
"HGLibA_58862" 0 0 0 0 0 0
"HGLibA_58863" 0 0 0 0 0 0
"HGLibA_58864" 12 3 0 0 0 0
"HGLibA_58865" 12 0 3 8 0 0
"HGLibA_58866" 3 4 0 0 0 1
"HGLibA_58867" 1 0 0 0 0 0
"HGLibA_58868" 0 0 20 22 2 2
"HGLibA_58869" 0 0 0 0 0 0
"HGLibA_58870" 1 1 0 0 0 0
"HGLibA_58871" 0 0 0 0 0 0
"HGLibA_58872" 0 0 0 0 1 0
"HGLibA_58873" 0 0 0 0 0 0
"HGLibA_58874" 3 0 0 0 0 0
"HGLibA_58875" 18 0 7 9 0 0
"HGLibA_58876" 0 0 0 0 0 0
"HGLibA_58877" 7 16 5 8 1 1
"HGLibA_58878" 0 0 0 0 0 0
"HGLibA_58879" 0 0 0 0 0 0
"HGLibA_58880" 0 0 0 0 0 0
"HGLibA_58881" 0 0 0 0 0 0
"HGLibA_58882" 0 0 9 6 0 0
"HGLibA_58883" 0 0 0 0 0 0
"HGLibA_58884" 0 0 0 0 0 0
"HGLibA_58885" 0 0 0 0 0 0
"HGLibA_58886" 0 0 0 0 0 0
"HGLibA_58887" 0 0 0 0 0 0
"HGLibA_58888" 0 0 0 0 0 0
"HGLibA_58889" 0 0 0 0 0 0
"HGLibA_58890" 0 0 0 0 0 0
"HGLibA_58891" 2 3 0 0 0 0
"HGLibA_58892" 0 0 0 1 0 0
"HGLibA_58893" 0 0 0 0 48 42
"HGLibA_58894" 0 0 0 0 0 0
"HGLibA_58895" 1 0 0 0 0 0
"HGLibA_58896" 0 0 0 0 0 0
"HGLibA_58897" 0 0 0 0 0 0
"HGLibA_58898" 0 0 0 0 0 0
"HGLibA_58899" 0 0 0 0 0 0
"HGLibA_58900" 0 0 0 0 0 0
"HGLibA_58901" 0 0 0 0 0 0
"HGLibA_58902" 0 0 0 0 0 0
"HGLibA_58903" 0 0 0 0 0 0
"HGLibA_58904" 3 4 0 0 0 0
"HGLibA_58905" 1 18 0 0 0 0
"HGLibA_58906" 2 0 0 0 0 0
"HGLibA_58907" 7 0 0 0 0 0
"HGLibA_58908" 0 0 0 0 0 0
"HGLibA_58909" 1 4 0 9 0 1
"HGLibA_58910" 0 0 0 0 0 0
"HGLibA_58911" 0 1 0 0 0 0
"HGLibA_58912" 0 0 0 0 0 0
"HGLibA_58913" 0 1 0 0 0 0
"HGLibA_58914" 0 0 0 0 0 0
"HGLibA_58915" 0 0 0 0 0 0
"HGLibA_58916" 0 0 0 0 0 0
"HGLibA_58917" 0 0 0 0 0 0
"HGLibA_58918" 0 0 0 0 0 0
"HGLibA_58919" 0 0 0 0 0 0
"HGLibA_58920" 0 0 0 0 0 0
"HGLibA_58921" 0 0 0 0 0 0
"HGLibA_58922" 5 0 2 0 0 0
"HGLibA_58923" 1 12 0 0 0 0
"HGLibA_58924" 0 0 0 0 0 0
"HGLibA_58925" 0 0 0 0 0 0
"HGLibA_58926" 0 0 48 25 0 0
"HGLibA_58927" 0 1 13 9 0 0
"HGLibA_58928" 0 0 0 0 0 0
"HGLibA_58929" 0 0 0 0 0 0
"HGLibA_58930" 1 0 0 0 0 0
"HGLibA_58931" 5 3 0 0 0 0
"HGLibA_58932" 2 0 0 0 0 0
"HGLibA_58933" 0 2 0 0 0 0
"HGLibA_58934" 0 0 0 0 0 0
"HGLibA_58935" 0 0 0 0 0 0
"HGLibA_58936" 1 16 0 0 0 1
"HGLibA_58937" 5 0 0 0 0 0
"HGLibA_58938" 0 0 0 0 0 0
"HGLibA_58939" 2 2 1 0 0 0
"HGLibA_58940" 13 7 0 1 0 1
"HGLibA_58941" 0 5 0 0 0 0
"HGLibA_58942" 0 0 0 0 4 1
"HGLibA_58943" 0 3 0 0 0 0
"HGLibA_58944" 0 0 0 0 0 0
"HGLibA_58945" 2 0 0 0 0 0
"HGLibA_58946" 0 0 0 0 0 0
"HGLibA_58947" 0 0 0 0 0 0
"HGLibA_58948" 0 0 0 0 0 0
"HGLibA_58949" 1 0 0 0 0 0
"HGLibA_58950" 5 0 0 0 2 1
"HGLibA_58951" 0 1 0 0 0 0
"HGLibA_58952" 0 0 0 0 0 0
"HGLibA_58953" 27 0 6 0 4 4
"HGLibA_58954" 1 22 0 0 0 0
"HGLibA_58955" 2 2 0 0 0 0
"HGLibA_58956" 0 2 0 0 1 0
"HGLibA_58957" 2 1 0 0 0 0
"HGLibA_58958" 14 2 1 0 0 0
"HGLibA_58959" 9 2 0 0 0 0
"HGLibA_58960" 0 0 2 1 2 3
"HGLibA_58961" 6 4 0 0 0 0
"HGLibA_58962" 7 3 0 0 0 0
"HGLibA_58963" 0 0 0 0 0 0
"HGLibA_58964" 0 4 0 0 0 0
"HGLibA_58965" 1 0 0 0 0 0
"HGLibA_58966" 1 29 88 91 0 0
"HGLibA_58967" 1 9 0 0 0 0
"HGLibA_58968" 0 10 0 0 2 0
"HGLibA_58969" 4 3 0 0 0 0
"HGLibA_58970" 3 7 1 0 0 0
"HGLibA_58971" 5 1 5 13 0 0
"HGLibA_58972" 0 0 0 0 0 0
"HGLibA_58973" 0 2 0 0 0 0
"HGLibA_58974" 0 0 0 0 0 0
"HGLibA_58975" 0 0 0 0 0 0
"HGLibA_58976" 1 0 0 0 0 0
"HGLibA_58977" 0 1 0 0 0 0
"HGLibA_58978" 7 0 6 5 1 0
"HGLibA_58979" 0 0 0 0 0 0
"HGLibA_58980" 0 0 0 0 0 0
"HGLibA_58981" 0 0 0 0 0 0
"HGLibA_58982" 1 2 0 0 0 0
"HGLibA_58983" 0 0 0 0 0 0
"HGLibA_58984" 0 0 0 0 0 0
"HGLibA_58985" 0 0 0 0 0 0
"HGLibA_58986" 2 7 0 0 0 0
"HGLibA_58987" 0 0 3 2 0 0
"HGLibA_58988" 4 0 0 0 0 0
"HGLibA_58989" 5 0 1 4 1 0
"HGLibA_58990" 4 1 0 0 0 0
"HGLibA_58991" 0 0 0 0 0 0
"HGLibA_58992" 2 6 3 1 0 0
"HGLibA_58993" 0 0 0 1 0 0
"HGLibA_58994" 2 6 0 1 0 0
"HGLibA_58995" 0 1 0 0 0 0
"HGLibA_58996" 3 0 0 0 0 0
"HGLibA_58997" 0 0 0 0 0 0
"HGLibA_58998" 0 0 0 0 0 0
"HGLibA_58999" 1 0 0 0 0 0
"HGLibA_59000" 3 4 19 15 2 2
"HGLibA_59001" 0 1 0 0 0 0
"HGLibA_59002" 0 0 0 0 0 0
"HGLibA_59003" 0 0 0 0 0 0
"HGLibA_59004" 0 0 0 0 0 0
"HGLibA_59005" 0 0 0 0 0 0
"HGLibA_59006" 0 0 0 0 0 0
"HGLibA_59007" 9 1 7 7 0 0
"HGLibA_59008" 0 0 0 0 0 0
"HGLibA_59009" 0 0 0 0 0 0
"HGLibA_59010" 1 0 0 0 0 0
"HGLibA_59011" 0 1 1 4 4 0
"HGLibA_59012" 0 3 0 0 0 0
"HGLibA_59013" 0 0 0 0 0 0
"HGLibA_59014" 0 0 0 1 0 0
"HGLibA_59015" 3 1 0 2 2 0
"HGLibA_59016" 3 27 0 0 0 0
"HGLibA_59017" 0 0 0 0 7 2
"HGLibA_59018" 1 0 0 0 0 0
"HGLibA_59019" 0 1 0 0 0 0
"HGLibA_59020" 0 0 0 0 0 0
"HGLibA_59021" 0 0 0 0 0 0
"HGLibA_59022" 0 0 0 0 0 0
"HGLibA_59023" 0 0 0 0 0 0
"HGLibA_59024" 5 0 0 0 0 0
"HGLibA_59025" 2 0 0 0 0 0
"HGLibA_59026" 0 5 0 0 1 0
"HGLibA_59027" 0 3 3 0 0 0
"HGLibA_59028" 0 0 0 0 0 0
"HGLibA_59029" 1 2 37 32 5 2
"HGLibA_59030" 0 0 0 0 0 0
"HGLibA_59031" 0 1 0 0 0 0
"HGLibA_59032" 0 3 0 0 0 0
"HGLibA_59033" 0 0 0 0 0 0
"HGLibA_59034" 4 13 0 0 0 2
"HGLibA_59035" 1 1 0 0 1 0
"HGLibA_59036" 1 1 0 0 0 0
"HGLibA_59037" 1 1 0 0 0 0
"HGLibA_59038" 0 0 0 0 0 0
"HGLibA_59039" 2 0 0 0 0 0
"HGLibA_59040" 0 3 0 0 0 0
"HGLibA_59041" 0 0 0 0 0 0
"HGLibA_59042" 0 0 0 0 0 1
"HGLibA_59043" 1 0 0 0 2 1
"HGLibA_59044" 3 13 1 4 0 1
"HGLibA_59045" 0 0 0 0 0 0
"HGLibA_59046" 0 0 0 0 0 0
"HGLibA_59047" 0 0 0 0 0 0
"HGLibA_59048" 6 9 0 0 0 0
"HGLibA_59049" 9 0 0 0 0 0
"HGLibA_59050" 0 0 0 0 0 0
"HGLibA_59051" 0 0 0 0 0 0
"HGLibA_59052" 0 0 0 0 0 0
"HGLibA_59053" 0 0 0 0 0 0
"HGLibA_59054" 6 0 0 0 0 1
"HGLibA_59055" 0 3 0 0 0 0
